run_id,chan_id,num_train_values,num_test_values,n_predicted_anoms,normalized_pred_error,anom_scores,false_positives,false_negatives,true_positives,fp_sequences,tp_sequences,num_true_anoms,scores,spacecraft,anomaly_sequences,class
2022-11-12_10.00.30,D-9,2323,7146,1,0.15673083806368204,"[{'start_idx': 6160, 'end_idx': 6229, 'score': 3.8868597073804927}, {'start_idx': 6230, 'end_idx': 6299, 'score': 11.92600670347213}, {'start_idx': 6300, 'end_idx': 6369, 'score': 11.35677299171574}, {'start_idx': 6370, 'end_idx': 6439, 'score': 10.495875498979201}, {'start_idx': 6440, 'end_idx': 6509, 'score': 9.837235214361925}, {'start_idx': 6510, 'end_idx': 6579, 'score': 9.315075784512974}]",0,0,1,[],"[(6410, 6829)]",1,"[{'start_idx': 6160, 'end_idx': 6229, 'score': 3.8868597073804927}, {'start_idx': 6230, 'end_idx': 6299, 'score': 11.92600670347213}, {'start_idx': 6300, 'end_idx': 6369, 'score': 11.35677299171574}, {'start_idx': 6370, 'end_idx': 6439, 'score': 10.495875498979201}, {'start_idx': 6440, 'end_idx': 6509, 'score': 9.837235214361925}, {'start_idx': 6510, 'end_idx': 6579, 'score': 9.315075784512974}]",SMAP,"[[6250, 7405]]",[point]
2022-11-12_10.00.30,F-2,2601,8366,1,0.08755955875047483,"[{'start_idx': 6510, 'end_idx': 6579, 'score': 1.3342557944266358}, {'start_idx': 6580, 'end_idx': 6649, 'score': 1.7319087265960689}, {'start_idx': 6650, 'end_idx': 6719, 'score': 1.7407161752197098}]",0,0,1,[],"[(6760, 6969)]",1,"[{'start_idx': 6510, 'end_idx': 6579, 'score': 1.3342557944266358}, {'start_idx': 6580, 'end_idx': 6649, 'score': 1.7319087265960689}, {'start_idx': 6650, 'end_idx': 6719, 'score': 1.7407161752197098}]",SMAP,"[[5669, 8625]]",[point]
2022-11-12_10.00.30,G-4,2291,7372,1,0.06391989425835373,"[{'start_idx': 4410, 'end_idx': 4479, 'score': 1.144710689360131}, {'start_idx': 4480, 'end_idx': 4549, 'score': 1.2020779455981179}, {'start_idx': 4550, 'end_idx': 4619, 'score': 1.0150275138656633}]",0,0,1,[],"[(4660, 4869)]",1,"[{'start_idx': 4410, 'end_idx': 4479, 'score': 1.144710689360131}, {'start_idx': 4480, 'end_idx': 4549, 'score': 1.2020779455981179}, {'start_idx': 4550, 'end_idx': 4619, 'score': 1.0150275138656633}]",SMAP,"[[4690, 4720]]",[point]
2022-11-12_10.00.30,T-3,2616,8319,1,0.07944480714009816,"[{'start_idx': 4970, 'end_idx': 5039, 'score': 0.6380231175877783}]",0,1,1,[],"[(5220, 5289)]",2,"[{'start_idx': 4970, 'end_idx': 5039, 'score': 0.6380231175877783}]",SMAP,"[[2098, 2180], [5200, 5300]]","[point, point]"
2022-11-12_10.00.30,D-11,2351,7171,1,0.1412186736607606,"[{'start_idx': 3990, 'end_idx': 4059, 'score': 1.002687541278012}, {'start_idx': 4060, 'end_idx': 4129, 'score': 3.8400717283216728}, {'start_idx': 4130, 'end_idx': 4199, 'score': 4.281714762680927}, {'start_idx': 4200, 'end_idx': 4269, 'score': 3.520978911727521}]",0,0,1,[],"[(4240, 4519)]",1,"[{'start_idx': 3990, 'end_idx': 4059, 'score': 1.002687541278012}, {'start_idx': 4060, 'end_idx': 4129, 'score': 3.8400717283216728}, {'start_idx': 4130, 'end_idx': 4199, 'score': 4.281714762680927}, {'start_idx': 4200, 'end_idx': 4269, 'score': 3.520978911727521}]",SMAP,"[[4270, 4330]]",[point]
2022-11-12_10.00.30,D-12,52,7658,3,0.11829500448002855,"[{'start_idx': 5110, 'end_idx': 5179, 'score': 1.0517519660812256}, {'start_idx': 5180, 'end_idx': 5249, 'score': 1.6877602789219104}, {'start_idx': 5250, 'end_idx': 5319, 'score': 1.74079335632657}, {'start_idx': 5320, 'end_idx': 5389, 'score': 1.5119502964977738}, {'start_idx': 5390, 'end_idx': 5390, 'score': 1.5312994398902215}, {'start_idx': 5670, 'end_idx': 5739, 'score': 2.409302418218934}, {'start_idx': 5740, 'end_idx': 5809, 'score': 2.7549576413177856}, {'start_idx': 5810, 'end_idx': 5879, 'score': 2.775926895463594}, {'start_idx': 7140, 'end_idx': 7209, 'score': 5.506673184979438}, {'start_idx': 7210, 'end_idx': 7279, 'score': 6.598326268555471}, {'start_idx': 7280, 'end_idx': 7349, 'score': 5.718074814107644}]",0,0,1,[],"[(5360, 5640), (5920, 6129), (7390, 7599)]",1,"[{'start_idx': 5110, 'end_idx': 5179, 'score': 1.0517519660812256}, {'start_idx': 5180, 'end_idx': 5249, 'score': 1.6877602789219104}, {'start_idx': 5250, 'end_idx': 5319, 'score': 1.74079335632657}, {'start_idx': 5320, 'end_idx': 5389, 'score': 1.5119502964977738}, {'start_idx': 5390, 'end_idx': 5390, 'score': 1.5312994398902215}, {'start_idx': 5670, 'end_idx': 5739, 'score': 2.409302418218934}, {'start_idx': 5740, 'end_idx': 5809, 'score': 2.7549576413177856}, {'start_idx': 5810, 'end_idx': 5879, 'score': 2.775926895463594}, {'start_idx': 7140, 'end_idx': 7209, 'score': 5.506673184979438}, {'start_idx': 7210, 'end_idx': 7279, 'score': 6.598326268555471}, {'start_idx': 7280, 'end_idx': 7349, 'score': 5.718074814107644}]",SMAP,"[[5178, 7917]]",[point]
2022-11-12_10.00.30,B-1,2175,7784,1,0.4264900879522849,"[{'start_idx': 4760, 'end_idx': 4829, 'score': 0.62384638029936}, {'start_idx': 4830, 'end_idx': 4899, 'score': 8.00022098918834}, {'start_idx': 4900, 'end_idx': 4969, 'score': 9.0283425854761}, {'start_idx': 4970, 'end_idx': 5039, 'score': 8.861090386686243}, {'start_idx': 5040, 'end_idx': 5109, 'score': 8.567012844475185}, {'start_idx': 5110, 'end_idx': 5179, 'score': 8.267389688739991}]",0,0,1,[],"[(5010, 5429)]",1,"[{'start_idx': 4760, 'end_idx': 4829, 'score': 0.62384638029936}, {'start_idx': 4830, 'end_idx': 4899, 'score': 8.00022098918834}, {'start_idx': 4900, 'end_idx': 4969, 'score': 9.0283425854761}, {'start_idx': 4970, 'end_idx': 5039, 'score': 8.861090386686243}, {'start_idx': 5040, 'end_idx': 5109, 'score': 8.567012844475185}, {'start_idx': 5110, 'end_idx': 5179, 'score': 8.267389688739991}]",SMAP,"[[5060, 5130]]",[point]
2022-11-12_10.00.30,G-6,2621,8380,1,0.11940715715875272,"[{'start_idx': 5390, 'end_idx': 5459, 'score': 5.423359333371166}, {'start_idx': 5460, 'end_idx': 5529, 'score': 6.176302611680248}, {'start_idx': 5530, 'end_idx': 5599, 'score': 5.604583566752695}, {'start_idx': 5600, 'end_idx': 5646, 'score': 4.7701966791459744}]",0,0,1,[],"[(5640, 5896)]",1,"[{'start_idx': 5390, 'end_idx': 5459, 'score': 5.423359333371166}, {'start_idx': 5460, 'end_idx': 5529, 'score': 6.176302611680248}, {'start_idx': 5530, 'end_idx': 5599, 'score': 5.604583566752695}, {'start_idx': 5600, 'end_idx': 5646, 'score': 4.7701966791459744}]",SMAP,"[[5600, 5700]]",[point]
2022-11-12_10.00.30,G-7,2186,7769,3,0.15589117973348565,"[{'start_idx': 3220, 'end_idx': 3220, 'score': 0.2581452892734461}, {'start_idx': 3430, 'end_idx': 3499, 'score': 1.4490828598107122}, {'start_idx': 3500, 'end_idx': 3569, 'score': 1.4168058380562234}, {'start_idx': 3570, 'end_idx': 3639, 'score': 0.5121488891341747}, {'start_idx': 3640, 'end_idx': 3709, 'score': 0.503498261672958}, {'start_idx': 4760, 'end_idx': 4829, 'score': 0.8729750068899707}, {'start_idx': 4830, 'end_idx': 4899, 'score': 2.3596712664585935}, {'start_idx': 7350, 'end_idx': 7419, 'score': 1.857559941963556}, {'start_idx': 7420, 'end_idx': 7489, 'score': 1.9993107160800965}]",0,0,3,[],"[(3680, 3959), (5010, 5149), (7600, 7739)]",3,"[{'start_idx': 3220, 'end_idx': 3220, 'score': 0.2581452892734461}, {'start_idx': 3430, 'end_idx': 3499, 'score': 1.4490828598107122}, {'start_idx': 3500, 'end_idx': 3569, 'score': 1.4168058380562234}, {'start_idx': 3570, 'end_idx': 3639, 'score': 0.5121488891341747}, {'start_idx': 3640, 'end_idx': 3709, 'score': 0.503498261672958}, {'start_idx': 4760, 'end_idx': 4829, 'score': 0.8729750068899707}, {'start_idx': 4830, 'end_idx': 4899, 'score': 2.3596712664585935}, {'start_idx': 7350, 'end_idx': 7419, 'score': 1.857559941963556}, {'start_idx': 7420, 'end_idx': 7489, 'score': 1.9993107160800965}]",SMAP,"[[3650, 3750], [5050, 5100], [7560, 7675]]","[contextual, point, contextual]"
2022-11-12_10.00.30,P-7,2593,7811,2,0.051374435330811735,"[{'start_idx': 624, 'end_idx': 858, 'score': 2.1903101066444544}, {'start_idx': 4830, 'end_idx': 4899, 'score': 3.429559839604526}, {'start_idx': 4900, 'end_idx': 4969, 'score': 3.444513816070288}, {'start_idx': 4970, 'end_idx': 5039, 'score': 3.576305415441979}, {'start_idx': 5040, 'end_idx': 5109, 'score': 3.721894018010544}, {'start_idx': 5110, 'end_idx': 5179, 'score': 4.005922546403344}, {'start_idx': 5180, 'end_idx': 5249, 'score': 4.104524149684879}, {'start_idx': 5250, 'end_idx': 5319, 'score': 4.0079483677369625}]",1,0,1,"[[874, 1108]]","[(5080, 5569)]",1,"[{'start_idx': 624, 'end_idx': 858, 'score': 2.1903101066444544}, {'start_idx': 4830, 'end_idx': 4899, 'score': 3.429559839604526}, {'start_idx': 4900, 'end_idx': 4969, 'score': 3.444513816070288}, {'start_idx': 4970, 'end_idx': 5039, 'score': 3.576305415441979}, {'start_idx': 5040, 'end_idx': 5109, 'score': 3.721894018010544}, {'start_idx': 5110, 'end_idx': 5179, 'score': 4.005922546403344}, {'start_idx': 5180, 'end_idx': 5249, 'score': 4.104524149684879}, {'start_idx': 5250, 'end_idx': 5319, 'score': 4.0079483677369625}]",SMAP,"[[4950, 6600]]",[contextual]
2022-11-12_10.00.30,R-1,2614,6984,1,0.037652489732426055,"[{'start_idx': 4270, 'end_idx': 4339, 'score': 1.028314615816577}, {'start_idx': 4340, 'end_idx': 4409, 'score': 0.8984919803563463}]",0,0,1,[],"[(4520, 4659)]",1,"[{'start_idx': 4270, 'end_idx': 4339, 'score': 1.028314615816577}, {'start_idx': 4340, 'end_idx': 4409, 'score': 0.8984919803563463}]",SMAP,"[[4510, 4590]]",[point]
2022-11-12_10.00.30,A-5,445,4433,1,0.28667306242303264,"[{'start_idx': 2450, 'end_idx': 2519, 'score': 0.9778062929500836}, {'start_idx': 2520, 'end_idx': 2589, 'score': 4.738505099765773}, {'start_idx': 2590, 'end_idx': 2659, 'score': 5.362580359462854}, {'start_idx': 2660, 'end_idx': 2729, 'score': 5.320839385448089}, {'start_idx': 2730, 'end_idx': 2799, 'score': 5.276421176717056}]",0,0,1,[],"[(2700, 3049)]",1,"[{'start_idx': 2450, 'end_idx': 2519, 'score': 0.9778062929500836}, {'start_idx': 2520, 'end_idx': 2589, 'score': 4.738505099765773}, {'start_idx': 2590, 'end_idx': 2659, 'score': 5.362580359462854}, {'start_idx': 2660, 'end_idx': 2729, 'score': 5.320839385448089}, {'start_idx': 2730, 'end_idx': 2799, 'score': 5.276421176717056}]",SMAP,"[[2750, 2800]]",[point]
2022-11-12_10.00.30,A-6,422,4193,1,0.05499143146672601,"[{'start_idx': 1563, 'end_idx': 1840, 'score': 10.801551458828175}]",0,0,1,[],"[(1813, 2090)]",1,"[{'start_idx': 1563, 'end_idx': 1840, 'score': 10.801551458828175}]",SMAP,"[[1890, 1930]]",[point]
2022-11-12_10.00.30,A-7,2619,8371,1,0.1327465230692947,"[{'start_idx': 5950, 'end_idx': 6019, 'score': 1.1813404159981045}, {'start_idx': 6020, 'end_idx': 6089, 'score': 3.589976448585679}, {'start_idx': 6090, 'end_idx': 6159, 'score': 4.647836948677065}, {'start_idx': 6160, 'end_idx': 6229, 'score': 5.054700171351611}, {'start_idx': 6230, 'end_idx': 6299, 'score': 5.18829726752705}, {'start_idx': 6300, 'end_idx': 6369, 'score': 5.3268245651573665}]",0,0,1,[],"[(6200, 6619)]",1,"[{'start_idx': 5950, 'end_idx': 6019, 'score': 1.1813404159981045}, {'start_idx': 6020, 'end_idx': 6089, 'score': 3.589976448585679}, {'start_idx': 6090, 'end_idx': 6159, 'score': 4.647836948677065}, {'start_idx': 6160, 'end_idx': 6229, 'score': 5.054700171351611}, {'start_idx': 6230, 'end_idx': 6299, 'score': 5.18829726752705}, {'start_idx': 6300, 'end_idx': 6369, 'score': 5.3268245651573665}]",SMAP,"[[6200, 8600]]",[contextual]
2022-11-12_10.00.30,D-13,1230,7403,1,1.0007843147307471,"[{'start_idx': 4830, 'end_idx': 4899, 'score': 2.649607102437127}, {'start_idx': 4900, 'end_idx': 4969, 'score': 6.893861778855256}, {'start_idx': 4970, 'end_idx': 5039, 'score': 11.681721317593578}, {'start_idx': 5040, 'end_idx': 5109, 'score': 11.044948681633128}, {'start_idx': 5110, 'end_idx': 5179, 'score': 10.368312175135143}, {'start_idx': 5180, 'end_idx': 5249, 'score': 9.789971247074993}, {'start_idx': 5250, 'end_idx': 5319, 'score': 9.282181251950888}]",0,0,1,[],"[(5080, 5569)]",1,"[{'start_idx': 4830, 'end_idx': 4899, 'score': 2.649607102437127}, {'start_idx': 4900, 'end_idx': 4969, 'score': 6.893861778855256}, {'start_idx': 4970, 'end_idx': 5039, 'score': 11.681721317593578}, {'start_idx': 5040, 'end_idx': 5109, 'score': 11.044948681633128}, {'start_idx': 5110, 'end_idx': 5179, 'score': 10.368312175135143}, {'start_idx': 5180, 'end_idx': 5249, 'score': 9.789971247074993}, {'start_idx': 5250, 'end_idx': 5319, 'score': 9.282181251950888}]",SMAP,"[[5070, 5230]]",[point]
2022-11-12_10.00.30,P-2,2561,7949,1,0.09539403554929342,"[{'start_idx': 5040, 'end_idx': 5109, 'score': 3.038989909275557}, {'start_idx': 5110, 'end_idx': 5179, 'score': 6.940886359769675}, {'start_idx': 5180, 'end_idx': 5249, 'score': 7.8844388755669}, {'start_idx': 5250, 'end_idx': 5319, 'score': 7.72028904138735}, {'start_idx': 5320, 'end_idx': 5389, 'score': 7.574264644131952}, {'start_idx': 5390, 'end_idx': 5459, 'score': 7.386820219620419}, {'start_idx': 5460, 'end_idx': 5529, 'score': 7.256311744268894}]",0,0,1,[],"[(5290, 5779)]",1,"[{'start_idx': 5040, 'end_idx': 5109, 'score': 3.038989909275557}, {'start_idx': 5110, 'end_idx': 5179, 'score': 6.940886359769675}, {'start_idx': 5180, 'end_idx': 5249, 'score': 7.8844388755669}, {'start_idx': 5250, 'end_idx': 5319, 'score': 7.72028904138735}, {'start_idx': 5320, 'end_idx': 5389, 'score': 7.574264644131952}, {'start_idx': 5390, 'end_idx': 5459, 'score': 7.386820219620419}, {'start_idx': 5460, 'end_idx': 5529, 'score': 7.256311744268894}]",SMAP,"[[5300, 6420]]",[point]
2022-11-12_10.00.30,A-8,502,8115,1,0.129904547532796,"[{'start_idx': 8045, 'end_idx': 8114, 'score': 4.788254300518416}]",0,0,1,[],"[(8295, 8364)]",1,"[{'start_idx': 8045, 'end_idx': 8114, 'score': 4.788254300518416}]",SMAP,"[[4569, 8374]]",[contextual]
2022-11-12_10.00.30,A-9,502,8174,2,0.10723840661279273,"[{'start_idx': 749, 'end_idx': 987, 'score': 3.733734106289993}, {'start_idx': 7910, 'end_idx': 7979, 'score': 0.8200751517052088}, {'start_idx': 7980, 'end_idx': 8049, 'score': 1.0528505770249343}]",1,0,1,"[[999, 1237]]","[(8160, 8299)]",1,"[{'start_idx': 749, 'end_idx': 987, 'score': 3.733734106289993}, {'start_idx': 7910, 'end_idx': 7979, 'score': 0.8200751517052088}, {'start_idx': 7980, 'end_idx': 8049, 'score': 1.0528505770249343}]",SMAP,"[[4569, 8433]]",[contextual]
2022-11-12_10.00.30,F-3,2620,8116,0,0.0437707824107236,[],0,1,0,[],[],1,[],SMAP,"[[5600, 5640]]",[contextual]
2022-11-12_10.00.30,M-6,1305,1789,1,0.10301020388250237,"[{'start_idx': 1576, 'end_idx': 1788, 'score': 12.293912685540402}]",0,0,1,[],"[(1826, 2038)]",1,"[{'start_idx': 1576, 'end_idx': 1788, 'score': 12.293912685540402}]",MSL,"[[1850, 2030]]",[point]
2022-11-12_10.00.30,M-1,1949,2017,0,0.1003342980312499,[],0,1,0,[],[],1,[],MSL,"[[1110, 2250]]",[contextual]
2022-11-12_10.00.30,M-2,1948,2017,0,0.23988889956290912,[],0,1,0,[],[],1,[],MSL,"[[1110, 2250]]",[contextual]
2022-11-12_10.00.30,S-2,666,1567,1,0.11591280825631058,"[{'start_idx': 556, 'end_idx': 799, 'score': 0.4964703230971374}]",0,0,1,[],"[(806, 1049)]",1,"[{'start_idx': 556, 'end_idx': 799, 'score': 0.4964703230971374}]",MSL,"[[900, 910]]",[point]
2022-11-12_10.00.30,P-10,4048,5840,1,0.28509413634600916,"[{'start_idx': 4270, 'end_idx': 4270, 'score': 0.15735819294211084}, {'start_idx': 4340, 'end_idx': 4409, 'score': 2.708763032187892}, {'start_idx': 4410, 'end_idx': 4479, 'score': 6.999570032603214}, {'start_idx': 4480, 'end_idx': 4549, 'score': 8.973847787447733}, {'start_idx': 4550, 'end_idx': 4619, 'score': 9.010196426728806}, {'start_idx': 4620, 'end_idx': 4689, 'score': 8.751917819264008}, {'start_idx': 4690, 'end_idx': 4759, 'score': 8.4306533097567}]",0,0,1,[],"[(4590, 5009)]",1,"[{'start_idx': 4270, 'end_idx': 4270, 'score': 0.15735819294211084}, {'start_idx': 4340, 'end_idx': 4409, 'score': 2.708763032187892}, {'start_idx': 4410, 'end_idx': 4479, 'score': 6.999570032603214}, {'start_idx': 4480, 'end_idx': 4549, 'score': 8.973847787447733}, {'start_idx': 4550, 'end_idx': 4619, 'score': 9.010196426728806}, {'start_idx': 4620, 'end_idx': 4689, 'score': 8.751917819264008}, {'start_idx': 4690, 'end_idx': 4759, 'score': 8.4306533097567}]",MSL,"[[4590, 4720]]",[point]
2022-11-12_10.00.30,T-4,2012,1957,0,0.1764176101592742,[],0,1,0,[],[],1,[],MSL,"[[1172, 1240]]",[point]
2022-11-12_10.00.30,T-5,2012,1958,1,0.09731244589488176,"[{'start_idx': 863, 'end_idx': 1120, 'score': 1.6332153285469544}]",0,0,1,[],"[(1113, 1370)]",1,"[{'start_idx': 863, 'end_idx': 1120, 'score': 1.6332153285469544}]",MSL,"[[1200, 1225]]",[point]
2022-11-12_10.00.30,F-7,2251,4794,0,0.2341892135040529,[],0,3,0,[],[],3,[],MSL,"[[1250, 1450], [2670, 2790], [3325, 3425]]","[contextual, contextual, contextual]"
2022-11-12_10.00.30,M-3,1777,1867,1,0.10832101053716568,"[{'start_idx': 1005, 'end_idx': 1212, 'score': 0.9822754277651401}]",0,0,1,[],"[(1255, 1462)]",1,"[{'start_idx': 1005, 'end_idx': 1212, 'score': 0.9822754277651401}]",MSL,"[[1250, 1500]]",[contextual]
2022-11-12_10.00.30,M-4,1816,1778,1,0.1456078043447084,"[{'start_idx': 1099, 'end_idx': 1339, 'score': 1.014631009312212}]",0,0,1,[],"[(1349, 1589)]",1,"[{'start_idx': 1099, 'end_idx': 1339, 'score': 1.014631009312212}]",MSL,"[[1250, 1500]]",[contextual]
2022-11-12_10.00.30,M-5,1772,2043,1,0.15365664071084537,"[{'start_idx': 1309, 'end_idx': 1550, 'score': 1.0047907266513674}]",1,1,0,"[[1559, 1800]]",[],1,"[{'start_idx': 1309, 'end_idx': 1550, 'score': 1.0047907266513674}]",MSL,"[[1250, 1550]]",[contextual]
2022-11-12_10.00.30,P-15,3422,2596,0,0.4799667750705795,[],0,1,0,[],[],1,[],MSL,"[[1390, 1410]]",[point]
2022-11-12_10.00.30,C-1,1898,2004,1,0.10686783628196957,"[{'start_idx': 250, 'end_idx': 452, 'score': 3.770966691261791}]",0,1,1,[],"[(500, 702)]",2,"[{'start_idx': 250, 'end_idx': 452, 'score': 3.770966691261791}]",MSL,"[[550, 750], [2100, 2210]]","[point, contextual]"
2022-11-12_10.00.30,C-2,504,1791,1,0.16652525388560704,"[{'start_idx': 0, 'end_idx': 215, 'score': 5.081012309032473}]",0,1,1,[],"[(250, 465)]",2,"[{'start_idx': 0, 'end_idx': 215, 'score': 5.081012309032473}]",MSL,"[[290, 390], [1540, 1575]]","[point, contextual]"
2022-11-12_10.00.30,T-12,885,2170,0,0.09991739849251485,[],0,1,0,[],[],1,[],MSL,"[[630, 750]]",[contextual]
2022-11-12_10.00.30,T-13,885,2170,0,0.09573995117656336,[],0,2,0,[],[],2,[],MSL,"[[690, 790], [1900, 2050]]","[contextual, contextual]"
2022-11-12_10.00.30,F-4,1984,3162,1,0.10951949453650454,"[{'start_idx': 2660, 'end_idx': 2729, 'score': 4.8971055590459525}, {'start_idx': 2730, 'end_idx': 2799, 'score': 6.324093818895655}, {'start_idx': 2800, 'end_idx': 2869, 'score': 5.663946809736274}]",1,1,0,"[[2910, 3119]]",[],1,"[{'start_idx': 2660, 'end_idx': 2729, 'score': 4.8971055590459525}, {'start_idx': 2730, 'end_idx': 2799, 'score': 6.324093818895655}, {'start_idx': 2800, 'end_idx': 2869, 'score': 5.663946809736274}]",MSL,"[[2700, 2770]]",[point]
2022-11-12_10.00.30,F-5,2338,3662,1,0.042944452167659866,"[{'start_idx': 3290, 'end_idx': 3359, 'score': 11.495093528441389}, {'start_idx': 3360, 'end_idx': 3429, 'score': 12.310322034946353}, {'start_idx': 3430, 'end_idx': 3499, 'score': 10.564768311080266}, {'start_idx': 3500, 'end_idx': 3550, 'score': 8.58975553814788}]",0,0,1,[],"[(3540, 3800)]",1,"[{'start_idx': 3290, 'end_idx': 3359, 'score': 11.495093528441389}, {'start_idx': 3360, 'end_idx': 3429, 'score': 12.310322034946353}, {'start_idx': 3430, 'end_idx': 3499, 'score': 10.564768311080266}, {'start_idx': 3500, 'end_idx': 3550, 'score': 8.58975553814788}]",MSL,"[[3550, 3700]]",[point]
2022-11-12_10.00.30,D-14,3415,2365,1,0.1328348432088395,"[{'start_idx': 1532, 'end_idx': 1864, 'score': 10.197719437231791}]",0,1,1,[],"[(1782, 2114)]",2,"[{'start_idx': 1532, 'end_idx': 1864, 'score': 10.197719437231791}]",MSL,"[[1630, 1650], [1800, 2000]]","[point, point]"
2022-11-12_10.00.30,T-9,179,836,0,0.19326993766875686,[],0,2,0,[],[],2,[],MSL,"[[780, 810], [890, 970]]","[point, point]"
2022-11-12_10.00.30,P-14,2620,5840,1,0.281999705013121,"[{'start_idx': 4340, 'end_idx': 4409, 'score': 5.3145164805021805}, {'start_idx': 4410, 'end_idx': 4479, 'score': 10.675716254321646}, {'start_idx': 4480, 'end_idx': 4549, 'score': 11.537140523202806}, {'start_idx': 4550, 'end_idx': 4619, 'score': 10.517886570375302}, {'start_idx': 4620, 'end_idx': 4689, 'score': 9.851738596047012}, {'start_idx': 4690, 'end_idx': 4759, 'score': 9.3114177008079}]",0,0,1,[],"[(4590, 5009)]",1,"[{'start_idx': 4340, 'end_idx': 4409, 'score': 5.3145164805021805}, {'start_idx': 4410, 'end_idx': 4479, 'score': 10.675716254321646}, {'start_idx': 4480, 'end_idx': 4549, 'score': 11.537140523202806}, {'start_idx': 4550, 'end_idx': 4619, 'score': 10.517886570375302}, {'start_idx': 4620, 'end_idx': 4689, 'score': 9.851738596047012}, {'start_idx': 4690, 'end_idx': 4759, 'score': 9.3114177008079}]",MSL,"[[4575, 4755]]",[point]
2022-11-12_10.00.30,T-8,488,1259,0,0.09827616386160883,[],0,2,0,[],[],2,[],MSL,"[[870, 930], [1330, 1370]]","[contextual, contextual]"
2022-11-12_10.00.30,P-11,3709,3275,1,0.04496553933895505,"[{'start_idx': 908, 'end_idx': 1186, 'score': 3.9523898987576094}]",0,1,1,[],"[(1158, 1436)]",2,"[{'start_idx': 908, 'end_idx': 1186, 'score': 3.9523898987576094}]",MSL,"[[1778, 1898], [1238, 1344]]","[point, point]"
2022-11-12_10.00.30,D-15,1814,1898,0,0.2580062398123172,[],0,1,0,[],[],1,[],MSL,"[[1500, 2140]]",[point]
2022-11-12_10.00.30,D-16,1191,1931,1,0.19505685944329296,"[{'start_idx': 422, 'end_idx': 712, 'score': 4.430760755781226}]",0,0,1,[],"[(672, 962)]",1,"[{'start_idx': 422, 'end_idx': 712, 'score': 4.430760755781226}]",MSL,"[[600, 1250]]",[contextual]
2022-11-12_10.00.30,M-7,1327,1896,1,0.1546477808355681,"[{'start_idx': 621, 'end_idx': 890, 'score': 5.9930753054764265}]",0,0,1,[],"[(871, 1140)]",1,"[{'start_idx': 621, 'end_idx': 890, 'score': 5.9930753054764265}]",MSL,"[[940, 1040]]",[point]
2022-11-12_10.00.30,F-8,3082,2227,1,0.14511824580503627,"[{'start_idx': 1651, 'end_idx': 1967, 'score': 3.7524801046107337}]",0,0,1,[],"[(1901, 2217)]",1,"[{'start_idx': 1651, 'end_idx': 1967, 'score': 3.7524801046107337}]",MSL,"[[1950, 2486]]",[contextual]
